id|nct_id|outcome_id|result_group_id|ctgov_group_code|classification|category|title|description|units|param_type|param_value|param_value_num|dispersion_type|dispersion_value|dispersion_value_num|dispersion_lower_limit|dispersion_upper_limit|explanation_of_na|dispersion_upper_limit_raw|dispersion_lower_limit_raw
1926879833|NCT02418585|258347720|837559411|OG001|||Change From Baseline in Montgomery-Asberg Depression Rating Scale (MADRS) Total Score up to Endpoint (Double-blind Induction Phase [Day 28])- Analysis of Covariance (ANCOVA) Analysis|"MADRS is clinician-rated scale designed to measure depression severity, and to detect changes due to antidepressant treatment. Scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, interest level, pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item is not present or is normal) to 6 (severe or continuous presence of symptoms), summed for a total possible score of 0 to 60. Higher scores represent more severe condition. The last post baseline observation during the phase was carried forward as End Point for that phase."|Units on a scale|MEAN|-16.3|-16.3|Standard Deviation|14.24|14.24|||||
1926879834|NCT02418585|258347721|837559412|OG000|Onset of Clinical response on Day 2||Percentage of Participants With Onset of Clinical Response on Day 2 and Day 8|A participant was defined as having a clinical response if there is at least 50 percent (%) improvement from baseline in the MADRS total score with onset by Day 2 and Day 8 that was maintained to Day 28. MADRS is clinician-rated scale designed to measure depression severity, and to detect changes due to antidepressant treatment. Scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, interest level, pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item is not present or is normal) to 6 (severe or continuous presence of symptoms), summed for a total possible score of 0 to 60. Higher scores represent more severe condition. Participants who did not meet such criterion or discontinue during the study before Day 28 for any reason were considered as non-responders.|Percentage of participants|NUMBER|7.9|7.9||||||||
1926879835|NCT02418585|258347721|837559413|OG001|Onset of Clinical response on Day 2||Percentage of Participants With Onset of Clinical Response on Day 2 and Day 8|A participant was defined as having a clinical response if there is at least 50 percent (%) improvement from baseline in the MADRS total score with onset by Day 2 and Day 8 that was maintained to Day 28. MADRS is clinician-rated scale designed to measure depression severity, and to detect changes due to antidepressant treatment. Scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, interest level, pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item is not present or is normal) to 6 (severe or continuous presence of symptoms), summed for a total possible score of 0 to 60. Higher scores represent more severe condition. Participants who did not meet such criterion or discontinue during the study before Day 28 for any reason were considered as non-responders.|Percentage of participants|NUMBER|4.6|4.6||||||||
1926879836|NCT02418585|258347721|837559412|OG000|Onset of Clinical response on Day 8||Percentage of Participants With Onset of Clinical Response on Day 2 and Day 8|A participant was defined as having a clinical response if there is at least 50 percent (%) improvement from baseline in the MADRS total score with onset by Day 2 and Day 8 that was maintained to Day 28. MADRS is clinician-rated scale designed to measure depression severity, and to detect changes due to antidepressant treatment. Scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, interest level, pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item is not present or is normal) to 6 (severe or continuous presence of symptoms), summed for a total possible score of 0 to 60. Higher scores represent more severe condition. Participants who did not meet such criterion or discontinue during the study before Day 28 for any reason were considered as non-responders.|Percentage of participants|NUMBER|10.5|10.5||||||||
1926879837|NCT02418585|258347721|837559413|OG001|Onset of Clinical response on Day 8||Percentage of Participants With Onset of Clinical Response on Day 2 and Day 8|A participant was defined as having a clinical response if there is at least 50 percent (%) improvement from baseline in the MADRS total score with onset by Day 2 and Day 8 that was maintained to Day 28. MADRS is clinician-rated scale designed to measure depression severity, and to detect changes due to antidepressant treatment. Scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, interest level, pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item is not present or is normal) to 6 (severe or continuous presence of symptoms), summed for a total possible score of 0 to 60. Higher scores represent more severe condition. Participants who did not meet such criterion or discontinue during the study before Day 28 for any reason were considered as non-responders.|Percentage of participants|NUMBER|6.4|6.4||||||||
1926879838|NCT02418585|258347722|837559414|OG000|||Change From Baseline in Sheehan Disability Scale (SDS) Total Score up to Day 28 of Double-blind Induction Phase- MMRM Analysis|The SDS is a participant-reported outcome measure and 5 item questionnaire used for assessment of functional impairment and associated disability. First three items assess disruption of 1 work/school, 2 social life, 3 family life/home responsibilities using a 0(no impairment)-10 (most severe impairment). Score for first 3 items are summed to create total score of 0-30 where higher score indicates greater impairment and a negative change in score indicates improvement. It also has one item on days lost from school or work and one item on days when under productive.|Units on a scale|MEAN|-13.6|-13.6|Standard Deviation|8.31|8.31|||||
1926879839|NCT02418585|258347722|837559415|OG001|||Change From Baseline in Sheehan Disability Scale (SDS) Total Score up to Day 28 of Double-blind Induction Phase- MMRM Analysis|The SDS is a participant-reported outcome measure and 5 item questionnaire used for assessment of functional impairment and associated disability. First three items assess disruption of 1 work/school, 2 social life, 3 family life/home responsibilities using a 0(no impairment)-10 (most severe impairment). Score for first 3 items are summed to create total score of 0-30 where higher score indicates greater impairment and a negative change in score indicates improvement. It also has one item on days lost from school or work and one item on days when under productive.|Units on a scale|MEAN|-9.4|-9.4|Standard Deviation|8.43|8.43|||||
1926879840|NCT02418585|258347723|837559416|OG000|||Change From Baseline in Sheehan Disability Scale (SDS) Total Score up to Endpoint (Double-blind Induction Phase [Day 28])- ANCOVA Analysis|"The SDS is a participant-reported outcome measure and 5 item questionnaire used for assessment of functional impairment and associated disability. First three items assess disruption of 1 work/school, 2 social life, 3 family life/home responsibilities using a 0(no impairment)-10 (most severe impairment). Score for first 3 items are summed to create total score of 0-30 where higher score indicates greater impairment and a negative change in score indicates improvement. It also has one item on days lost from school or work and one item on days when under productive. The last post baseline observation during the phase was carried forward as End Point for that phase."|Units on a scale|MEAN|-12.5|-12.5|Standard Deviation|8.85|8.85|||||
1926879841|NCT02418585|258347723|837559417|OG001|||Change From Baseline in Sheehan Disability Scale (SDS) Total Score up to Endpoint (Double-blind Induction Phase [Day 28])- ANCOVA Analysis|"The SDS is a participant-reported outcome measure and 5 item questionnaire used for assessment of functional impairment and associated disability. First three items assess disruption of 1 work/school, 2 social life, 3 family life/home responsibilities using a 0(no impairment)-10 (most severe impairment). Score for first 3 items are summed to create total score of 0-30 where higher score indicates greater impairment and a negative change in score indicates improvement. It also has one item on days lost from school or work and one item on days when under productive. The last post baseline observation during the phase was carried forward as End Point for that phase."|Units on a scale|MEAN|-9.3|-9.3|Standard Deviation|8.39|8.39|||||
1926879842|NCT02418585|258347724|837559418|OG000|||Change From Baseline in Patient Health Questionnaire - 9-Item Depression Module (PHQ-9) Total Score up to Day 28 of Double-blind Induction Phase- MMRM Analysis|PHQ-9 is 9-item, self-report scale assessing depressive symptoms. Each item is rated on 4-point scale (0=Not at all, 1=Several Days, 2=More than half days, 3=Nearly every day. Scale scores each of 9 symptom domains of Diagnostic and Statistical Manual of Mental Disorders, Major Depressive Disorder criteria and it has been used both as screening tool and measure of response to treatment for depression. The participant's item responses are summed to provide a total score (range of 0 to 27) with higher scores indicating greater severity of depressive symptoms. Severity of PHQ-9 categorized as follows: None-minimal (0-4), Mild (5-9), Moderate (10-14), Moderately Severe (15-19), Severe (20-27).|Units on a scale|MEAN|-13.0|-13.0|Standard Deviation|6.42|6.42|||||
1926879843|NCT02418585|258347724|837559419|OG001|||Change From Baseline in Patient Health Questionnaire - 9-Item Depression Module (PHQ-9) Total Score up to Day 28 of Double-blind Induction Phase- MMRM Analysis|PHQ-9 is 9-item, self-report scale assessing depressive symptoms. Each item is rated on 4-point scale (0=Not at all, 1=Several Days, 2=More than half days, 3=Nearly every day. Scale scores each of 9 symptom domains of Diagnostic and Statistical Manual of Mental Disorders, Major Depressive Disorder criteria and it has been used both as screening tool and measure of response to treatment for depression. The participant's item responses are summed to provide a total score (range of 0 to 27) with higher scores indicating greater severity of depressive symptoms. Severity of PHQ-9 categorized as follows: None-minimal (0-4), Mild (5-9), Moderate (10-14), Moderately Severe (15-19), Severe (20-27).|Units on a scale|MEAN|-10.2|-10.2|Standard Deviation|7.80|7.8|||||
1926879844|NCT02418585|258347725|837559420|OG000|||Change From Baseline in Patient Health Questionnaire - 9-Item Depression Module (PHQ-9) Total Score up to Endpoint (Double-blind Induction Phase [Day 28])- ANCOVA Analysis|"PHQ-9 is 9-item, self-report scale assessing depressive symptoms. Each item is rated on 4-point scale (0=Not at all, 1=Several Days, 2=More than half days, 3=Nearly every day). Scale scores each of 9 symptom domains of Diagnostic and Statistical Manual of Mental Disorders, Major Depressive Disorder criteria and it has been used both as screening tool and measure of response to treatment for depression. The participant's item responses are summed to provide a total score (range of 0 to 27) with higher scores indicating greater severity of depressive symptoms. Severity of PHQ-9 categorized as follows: None-minimal (0-4), Mild (5-9), Moderate (10-14), Moderately Severe (15-19), Severe (20-27). The last post baseline observation during the phase was carried forward as End Point for that phase."|Units on a scale|MEAN|-12.2|-12.2|Standard Deviation|6.87|6.87|||||
1926879845|NCT02418585|258347725|837559421|OG001|||Change From Baseline in Patient Health Questionnaire - 9-Item Depression Module (PHQ-9) Total Score up to Endpoint (Double-blind Induction Phase [Day 28])- ANCOVA Analysis|"PHQ-9 is 9-item, self-report scale assessing depressive symptoms. Each item is rated on 4-point scale (0=Not at all, 1=Several Days, 2=More than half days, 3=Nearly every day). Scale scores each of 9 symptom domains of Diagnostic and Statistical Manual of Mental Disorders, Major Depressive Disorder criteria and it has been used both as screening tool and measure of response to treatment for depression. The participant's item responses are summed to provide a total score (range of 0 to 27) with higher scores indicating greater severity of depressive symptoms. Severity of PHQ-9 categorized as follows: None-minimal (0-4), Mild (5-9), Moderate (10-14), Moderately Severe (15-19), Severe (20-27). The last post baseline observation during the phase was carried forward as End Point for that phase."|Units on a scale|MEAN|-10.1|-10.1|Standard Deviation|7.87|7.87|||||
1926879846|NCT02418585|258347726|837559422|OG000|||Percentage of Participants Who Achieved >=50% Reduction From Baseline in MADRS Total Score at the Endpoint (Double-blind Induction Phase [Day 28])|"MADRS is clinician-rated scale designed to measure depression severity, and to detect changes due to antidepressant treatment. Scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, interest level, pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item is not present or is normal) to 6 (severe or continuous presence of symptoms), summed for a total possible score of 0 to 60. Higher scores represent more severe condition. The percentage of participants with greater than or equal to (\>=) 50 % reduction from baseline in MADRS total score was reported. The last post baseline observation during the phase was carried forward as End Point for that phase."|Percentage of participants|NUMBER|63.4|63.4||||||||
1926879847|NCT02418585|258347726|837559423|OG001|||Percentage of Participants Who Achieved >=50% Reduction From Baseline in MADRS Total Score at the Endpoint (Double-blind Induction Phase [Day 28])|"MADRS is clinician-rated scale designed to measure depression severity, and to detect changes due to antidepressant treatment. Scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, interest level, pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item is not present or is normal) to 6 (severe or continuous presence of symptoms), summed for a total possible score of 0 to 60. Higher scores represent more severe condition. The percentage of participants with greater than or equal to (\>=) 50 % reduction from baseline in MADRS total score was reported. The last post baseline observation during the phase was carried forward as End Point for that phase."|Percentage of participants|NUMBER|49.5|49.5||||||||
1926879848|NCT02418585|258347727|837559424|OG000|||Percentage of Participants in Remission (MADRS<=12) at the Endpoint (Double-blind Induction Phase [Day 28])|"Remission was defined as participants who had a MADRS total score of less than or equal to (=\<) 12. MADRS is clinician-rated scale designed to measure depression severity, and to detect changes due to antidepressant treatment. Scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, interest level, pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item is not present or is normal) to 6 (severe or continuous presence of symptoms), summed for a total possible score of 0 to 60. Higher scores represent more severe condition. The last post baseline observation during the phase was carried forward as End Point for that phase."|Percentage of participants|NUMBER|48.2|48.2||||||||
1926879849|NCT02418585|258347727|837559425|OG001|||Percentage of Participants in Remission (MADRS<=12) at the Endpoint (Double-blind Induction Phase [Day 28])|"Remission was defined as participants who had a MADRS total score of less than or equal to (=\<) 12. MADRS is clinician-rated scale designed to measure depression severity, and to detect changes due to antidepressant treatment. Scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, interest level, pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item is not present or is normal) to 6 (severe or continuous presence of symptoms), summed for a total possible score of 0 to 60. Higher scores represent more severe condition. The last post baseline observation during the phase was carried forward as End Point for that phase."|Percentage of participants|NUMBER|30.3|30.3||||||||
1926879850|NCT02418585|258347728|837559426|OG000|||Percentage of Participants in Response (SDS Total Score <=12 and Individual Item Scores Each <=4) at the End of 4-Week Double-blind Induction Phase (Day 28)|Response defined as SDS total score \<= 12 and individual item scores each \<= 4. SDS is a participant-reported outcome measure and 5 item questionnaire used for assessment of functional impairment and associated disability. First three items assess disruption of 1 work/school, 2 social life, 3 family life/home responsibilities using a 0(no impairment)-10 (most severe impairment). Score for first 3 items are summed to create total score of 0-30 where higher score indicates greater impairment and a negative change in score indicates improvement. It also has one item on days lost from school or work and one item on days when under productive.|Percentage of participants|NUMBER|57.0|57.0||||||||
1926879851|NCT02418585|258347728|837559427|OG001|||Percentage of Participants in Response (SDS Total Score <=12 and Individual Item Scores Each <=4) at the End of 4-Week Double-blind Induction Phase (Day 28)|Response defined as SDS total score \<= 12 and individual item scores each \<= 4. SDS is a participant-reported outcome measure and 5 item questionnaire used for assessment of functional impairment and associated disability. First three items assess disruption of 1 work/school, 2 social life, 3 family life/home responsibilities using a 0(no impairment)-10 (most severe impairment). Score for first 3 items are summed to create total score of 0-30 where higher score indicates greater impairment and a negative change in score indicates improvement. It also has one item on days lost from school or work and one item on days when under productive.|Percentage of participants|NUMBER|39.5|39.5||||||||
1926879852|NCT02418585|258347729|837559428|OG000|||Percentage of Participants in Remission (SDS Total Score <=6 and Individual Item Scores Each <=2) at the End of 4-Week Double-blind Induction Phase (Day 28)|Remission defined as SDS total score \<= 6 and individual item scores each \<= 2. SDS is a participant reported outcome measure and is a 5-item questionnaire which has been widely used and accepted for assessment of functional impairment and associated disability. The first three items assess disruption of (1) work/school, (2) social life, and (3) family life/home responsibilities using a 0-10 rating scale. The score for the first three items were summed to create a total score of 0-30 where a higher score indicates greater impairment. It also has one item on days lost from school or work and one item on days when under productive.|Percentage of participants|NUMBER|39.5|39.5||||||||
1926879853|NCT02418585|258347729|837559429|OG001|||Percentage of Participants in Remission (SDS Total Score <=6 and Individual Item Scores Each <=2) at the End of 4-Week Double-blind Induction Phase (Day 28)|Remission defined as SDS total score \<= 6 and individual item scores each \<= 2. SDS is a participant reported outcome measure and is a 5-item questionnaire which has been widely used and accepted for assessment of functional impairment and associated disability. The first three items assess disruption of (1) work/school, (2) social life, and (3) family life/home responsibilities using a 0-10 rating scale. The score for the first three items were summed to create a total score of 0-30 where a higher score indicates greater impairment. It also has one item on days lost from school or work and one item on days when under productive.|Percentage of participants|NUMBER|20.9|20.9||||||||
1926879854|NCT02418585|258347730|837559430|OG000|||Change From Baseline in Clinical Global Impression-Severity (CGI-S) Total Score up to Endpoint (Double-blind Induction Phase [Day 28])|"CGI-S provides measure of severity of participant's illness including participant's history, psychosocial circumstances, symptoms, behavior and impact of symptoms on ability to function. CGI-S evaluates severity of psychopathology on scale of 0 to 7. Considering total clinical experience, participant is assessed on severity of mental illness according to: 0=not assessed; 1=normal (not at all ill); 2=borderline mentally ill; 3=mildly ill; 4=moderately ill; 5=markedly ill; 6=severely ill; 7=among most extremely ill patients. CGI-S permits global evaluation of participant's condition at given time. The last post baseline observation during the phase was carried forward as End Point for that phase."|Units on a scale|MEDIAN|-2.0|-2.0|Full Range|||-5.0|1.0||1|-5
1926879855|NCT02418585|258347730|837559431|OG001|||Change From Baseline in Clinical Global Impression-Severity (CGI-S) Total Score up to Endpoint (Double-blind Induction Phase [Day 28])|"CGI-S provides measure of severity of participant's illness including participant's history, psychosocial circumstances, symptoms, behavior and impact of symptoms on ability to function. CGI-S evaluates severity of psychopathology on scale of 0 to 7. Considering total clinical experience, participant is assessed on severity of mental illness according to: 0=not assessed; 1=normal (not at all ill); 2=borderline mentally ill; 3=mildly ill; 4=moderately ill; 5=markedly ill; 6=severely ill; 7=among most extremely ill patients. CGI-S permits global evaluation of participant's condition at given time. The last post baseline observation during the phase was carried forward as End Point for that phase."|Units on a scale|MEDIAN|-2.0|-2.0|Full Range|||-5.0|1.0||1|-5
1926879856|NCT02418585|258347731|837559432|OG000|||Change From Baseline in Generalized Anxiety Disorder (GAD-7) Total Score up to Endpoint (Double-blind Induction Phase [Day 28])|"GAD-7 is a brief and validated 7-item self-report assessment of overall anxiety. Participants respond to each item using a 4-point scale with response categories of 0=not at all, 1=several days, 2=more than half the days, and 3=nearly every day. Item responses are summed to yield a total score with a range of 0 to 21, where higher scores indicate more anxiety. The recall period is 2 weeks. The severity of the GAD-7 is categorized as follows: None (0-4), Mild (5-9), Moderate (10-14) and Severe (15 -21). The last post baseline observation during the phase was carried forward as End Point for that phase."|Units on a scale|MEAN|-7.9|-7.9|Standard Deviation|6.12|6.12|||||
1926879857|NCT02418585|258347731|837559433|OG001|||Change From Baseline in Generalized Anxiety Disorder (GAD-7) Total Score up to Endpoint (Double-blind Induction Phase [Day 28])|"GAD-7 is a brief and validated 7-item self-report assessment of overall anxiety. Participants respond to each item using a 4-point scale with response categories of 0=not at all, 1=several days, 2=more than half the days, and 3=nearly every day. Item responses are summed to yield a total score with a range of 0 to 21, where higher scores indicate more anxiety. The recall period is 2 weeks. The severity of the GAD-7 is categorized as follows: None (0-4), Mild (5-9), Moderate (10-14) and Severe (15 -21). The last post baseline observation during the phase was carried forward as End Point for that phase."|Units on a scale|MEAN|-6.8|-6.8|Standard Deviation|5.75|5.75|||||
1926879858|NCT02418585|258347732|837559434|OG000|||Change From Baseline in EQ 5D-5L-Health Status Index to End of Double-blind Induction Phase (Day 28)|"European Quality of Life Group-5 Dimension-5-Level (EQ-5D-5L) is a 2-part instrument for use as a measure of health outcome, designed for self-completion by respondents. It consists of EQ-5D-5L descriptive system and EQ VAS. EQ-5D-5L descriptive system comprises of 5 dimensions: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. Each has 5 levels of perceived problems (1-no problem, 2-slight problems, 3-moderate problems, 4-severe problems, 5-extreme problems). Participant selects answer for each of 5 dimensions considering response that best matches his/her health today. Responses were used to generate a Health Status Index (HSI). Health Status Index range is -0.148 - 0.949, is anchored at 0 (dead) and 1 (full health)."|Units on a Scale|MEAN|0.288|0.288|Standard Deviation|0.2317|0.2317|||||
1926879859|NCT02418585|258347732|837559435|OG001|||Change From Baseline in EQ 5D-5L-Health Status Index to End of Double-blind Induction Phase (Day 28)|"European Quality of Life Group-5 Dimension-5-Level (EQ-5D-5L) is a 2-part instrument for use as a measure of health outcome, designed for self-completion by respondents. It consists of EQ-5D-5L descriptive system and EQ VAS. EQ-5D-5L descriptive system comprises of 5 dimensions: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. Each has 5 levels of perceived problems (1-no problem, 2-slight problems, 3-moderate problems, 4-severe problems, 5-extreme problems). Participant selects answer for each of 5 dimensions considering response that best matches his/her health today. Responses were used to generate a Health Status Index (HSI). Health Status Index range is -0.148 - 0.949, is anchored at 0 (dead) and 1 (full health)."|Units on a Scale|MEAN|0.231|0.231|Standard Deviation|0.2506|0.2506|||||
1926879861|NCT02418585|258347733|837559437|OG001|||Change From Baseline in EQ 5D-5L- European Quality of Life - Visual Analogue Scale (EQ-VAS) to End of Double-blind Induction Phase (Day 28)|EQ-5D-5L is a 2-part instrument for use as a measure of health outcome, designed for self-completion by respondents. It consists of EQ-5D-5L descriptive system and EQ VAS. The EQ VAS self-rating records the respondent's own assessment of his or her overall health status at the time of completion, on a scale of 0 (the worst health you can imagine) to 100 (the best health you can imagine).|Units on a scale|MEAN|20.9|20.9|Standard Deviation|26.60|26.6|||||
1926879862|NCT02418585|258347734|837559438|OG000|||Change From Baseline in EQ 5D-5L- Sum Score to End of Double-blind Induction Phase (Day 28)|"EQ-5D-5L consists of EQ-5D-5L descriptive system and EQ visual analogue scale (EQ VAS). EQ-5D-5L descriptive system comprises of 5 dimensions: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. Each has 5 levels of perceived problems (1-no problem, 2-slight problems, 3-moderate problems, 4-severe problems, 5-extreme problems). Participant selects answer for each of 5 dimensions considering response that best matches his/her health today. Responses were used to generate a Health Status Index (HSI). Health Status Index range is -0.148 - 0.949, is anchored at 0 (dead) and 1 (full health). EQ VAS self-rating records the respondent's own assessment of his/her overall health status at time of completion, on a scale of 0 (worst health you can imagine) to 100 (best health you can imagine). Sum score ranges from 0 to 100 where, sum score = (sum of the scores from the 5 dimensions minus 5) \*5. Higher score indicates worst health state."|Units on a scale|MEAN|-23.2|-23.2|Standard Deviation|16.64|16.64|||||
1926879863|NCT02418585|258347734|837559439|OG001|||Change From Baseline in EQ 5D-5L- Sum Score to End of Double-blind Induction Phase (Day 28)|"EQ-5D-5L consists of EQ-5D-5L descriptive system and EQ visual analogue scale (EQ VAS). EQ-5D-5L descriptive system comprises of 5 dimensions: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. Each has 5 levels of perceived problems (1-no problem, 2-slight problems, 3-moderate problems, 4-severe problems, 5-extreme problems). Participant selects answer for each of 5 dimensions considering response that best matches his/her health today. Responses were used to generate a Health Status Index (HSI). Health Status Index range is -0.148 - 0.949, is anchored at 0 (dead) and 1 (full health). EQ VAS self-rating records the respondent's own assessment of his/her overall health status at time of completion, on a scale of 0 (worst health you can imagine) to 100 (best health you can imagine). Sum score ranges from 0 to 100 where, sum score = (sum of the scores from the 5 dimensions minus 5) \*5. Higher score indicates worst health state."|Units on a scale|MEAN|-17.1|-17.1|Standard Deviation|19.66|19.66|||||
1927431333|NCT04998136|258426300|837816451|OG001|||Change in Waist Circumference|Change in waist circumference from baseline (week 0) to the end of treatment (week 44) is presented and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial period: The time period where the participants were assessed in the study. The in-trial period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Centimeter (cm)|MEAN|-3.0|-3.0|Standard Deviation|5.4|5.4|||||
1927431308|NCT04998136|258426293|837816436|OG000|||Change in Body Weight (%) : In-trial Observation Period|Change in percentage (%) of body weight from baseline (week 0) to end of treatment (week 44) is presented in this outcome measure and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial observation period: The time period where the participants were assessed in the study. The in-trial observation period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Percentage of body weight|MEAN|-16.4|-16.4|Standard Deviation|7.3|7.3|||||
1927431309|NCT04998136|258426293|837816437|OG001|||Change in Body Weight (%) : In-trial Observation Period|Change in percentage (%) of body weight from baseline (week 0) to end of treatment (week 44) is presented in this outcome measure and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial observation period: The time period where the participants were assessed in the study. The in-trial observation period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Percentage of body weight|MEAN|-2.6|-2.6|Standard Deviation|5.8|5.8|||||
1927431310|NCT04998136|258426294|837816438|OG000|||Change in Body Weight (%) : On-treatment Observation Period|Change in percentage (%) of body weight from baseline (week 0) to end of treatment (week 44) is presented in this endpoint. The endpoint was evaluated based on the data from on-treatment observation period. On-treatment observation period: The time period where participants were treated with trial product. It started from the date of first trial product administration (week 0) to the date of last trial product administration (week 44) including 2 weeks of follow up. It excludes off treatment period which is defined as at least 2 consecutive missed doses.|Percentage of body weight|MEAN|-16.4|-16.4|Standard Deviation|7.4|7.4|||||
1927431311|NCT04998136|258426294|837816439|OG001|||Change in Body Weight (%) : On-treatment Observation Period|Change in percentage (%) of body weight from baseline (week 0) to end of treatment (week 44) is presented in this endpoint. The endpoint was evaluated based on the data from on-treatment observation period. On-treatment observation period: The time period where participants were treated with trial product. It started from the date of first trial product administration (week 0) to the date of last trial product administration (week 44) including 2 weeks of follow up. It excludes off treatment period which is defined as at least 2 consecutive missed doses.|Percentage of body weight|MEAN|-2.7|-2.7|Standard Deviation|5.8|5.8|||||
1927431312|NCT04998136|258426295|837816440|OG000|Yes||Number of Participants Achieved More Than or Equal to (≥) 5 Percent (%) Body Weight Reduction (Yes/no) : In-trial Observation Period|Number of participants who achieved body weight reduction more than or equal to 5 percent is presented at week 44 in this outcome measure and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial observation period: The time period where the participants were assessed in the study. The in-trial observation period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|96|96.0||||||||
1927431313|NCT04998136|258426295|837816441|OG001|Yes||Number of Participants Achieved More Than or Equal to (≥) 5 Percent (%) Body Weight Reduction (Yes/no) : In-trial Observation Period|Number of participants who achieved body weight reduction more than or equal to 5 percent is presented at week 44 in this outcome measure and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial observation period: The time period where the participants were assessed in the study. The in-trial observation period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|12|12.0||||||||
1927431314|NCT04998136|258426295|837816440|OG000|No||Number of Participants Achieved More Than or Equal to (≥) 5 Percent (%) Body Weight Reduction (Yes/no) : In-trial Observation Period|Number of participants who achieved body weight reduction more than or equal to 5 percent is presented at week 44 in this outcome measure and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial observation period: The time period where the participants were assessed in the study. The in-trial observation period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|4|4.0||||||||
1927431315|NCT04998136|258426295|837816441|OG001|No||Number of Participants Achieved More Than or Equal to (≥) 5 Percent (%) Body Weight Reduction (Yes/no) : In-trial Observation Period|Number of participants who achieved body weight reduction more than or equal to 5 percent is presented at week 44 in this outcome measure and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial observation period: The time period where the participants were assessed in the study. The in-trial observation period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|36|36.0||||||||
1927431316|NCT04998136|258426296|837816442|OG000|Yes||Number of Participants Achieved More Than or Equal to (≥) 5 Percent (%) Body Weight Reduction (Yes/no) : On-treatment Observation Period|Number of participants who achieved body weight reduction more than or equal to 5 percent is presented at week 44 in this endpoint. The endpoint was evaluated based on the data from on-treatment observation period. On-treatment observation period: the time period where partici-pants were treated with trial product. It started from the date of first trial product administration (week 0) to the date of last trial product administration (week 44) including 2 weeks of follow up. It excludes off treatment period which is defined as at least 2 consecutive missed doses.|Participants|COUNT_OF_PARTICIPANTS|92|92.0||||||||
1927431317|NCT04998136|258426296|837816443|OG001|Yes||Number of Participants Achieved More Than or Equal to (≥) 5 Percent (%) Body Weight Reduction (Yes/no) : On-treatment Observation Period|Number of participants who achieved body weight reduction more than or equal to 5 percent is presented at week 44 in this endpoint. The endpoint was evaluated based on the data from on-treatment observation period. On-treatment observation period: the time period where partici-pants were treated with trial product. It started from the date of first trial product administration (week 0) to the date of last trial product administration (week 44) including 2 weeks of follow up. It excludes off treatment period which is defined as at least 2 consecutive missed doses.|Participants|COUNT_OF_PARTICIPANTS|12|12.0||||||||
