id|nct_id|outcome_type|title|description|time_frame|population|anticipated_posting_date|anticipated_posting_month_year|units|units_analyzed|dispersion_type|param_type
258389382|NCT02345486|SECONDARY|Total Isotonic Crystalloid Input|Total volume of intravenous isotonic crystalloid administration during admission to the intensive care unit, censored at 30 days|30 days||||mL||Inter-Quartile Range|MEDIAN
258389383|NCT02345486|SECONDARY|Total Intravenous Colloid Input|Total volume of intravenous colloid administration (excluding blood products) during admission to the intensive care unit, censored at 30 days|30 days||||milliliters||Inter-Quartile Range|MEDIAN
258389384|NCT02345486|SECONDARY|Total Intravenous Blood Product Administration|Total volume of packed red blood cells, platelets, and fresh frozen plasma administered during admission to the intensive care unit, censored at 30 days|30 days||||milliliters||Inter-Quartile Range|MEDIAN
258389385|NCT02345486|SECONDARY|Highest Serum Chloride Between Enrollment and Day 30|highest serum chloride (mmol/L) during admission to the intensive care unit, censored at 30 days|30 days||||mmol/L||Inter-Quartile Range|MEDIAN
258389386|NCT02345486|SECONDARY|Highest Serum Sodium Between Enrollment and Day 30|Highest serum sodium concentration (mmol/L) during admission to the intensive care unit, censored at 30 days|30 days||||mmol/L||Inter-Quartile Range|MEDIAN
258389387|NCT02345486|SECONDARY|Lowest Bicarbonate Concentration Between Enrollment and Day 30|Lowest serum bicarbonate concentration (mmol/L) during admission to the intensive care unit, censored at 30 days|30 days||||mmol/L||Inter-Quartile Range|MEDIAN
258389388|NCT02345486|SECONDARY|Number of Patients With MAKE30|Incidence of Major Adverse Kidney Events by 30 days -- a composite outcome defined as one or more of the following: death, new use of renal replacement therapy, or persistence of renal dysfunction at hospital discharge or at 30 days (defined as an increase in serum creatinine ≥ 200% from baseline)|30 days||||Participants|||COUNT_OF_PARTICIPANTS
258389389|NCT02345486|SECONDARY|In-hospital Mortality|Death prior to the earlier of hospital discharge or day 30|30 days||||Participants|||COUNT_OF_PARTICIPANTS
258389390|NCT02345486|SECONDARY|New Use of Renal Replacement Therapy|Receipt of new renal replacement therapy after the first study day, censored at 30 days|30 days||||Participants|||COUNT_OF_PARTICIPANTS
258389391|NCT02345486|SECONDARY|Persistent Renal Dysfunction|Persistence of renal dysfunction at hospital discharge or at 30 days (defined as an increase in serum creatinine ≥ 200% from baseline)|30 days||||Participants|||COUNT_OF_PARTICIPANTS
258389392|NCT02345486|SECONDARY|Number of Contraindications|Number of contraindications to assigned study fluid identified by providers, censored at 30 days|30 days|Order for intravenous crystalloid is the unit analyzed; each patient could have multiple orders for intravenous crystalloid|||Orders for intravenous crystalloid|Orders for intravenous crystalloid||COUNT_OF_UNITS
258389393|NCT02345486|SECONDARY|Incidence of Hyperchloremia|Incidence of hyperchloremia defined as a serum chloride greater than or equal to 110 mmol/L|30 days||||Participants|||COUNT_OF_PARTICIPANTS
258389394|NCT02345486|SECONDARY|Incidence of Severe Hypochloremia|Incidence of severe hypochloremia defined as a serum chloride less than 90mmol/L|30 days||||Participants|||COUNT_OF_PARTICIPANTS
258389395|NCT02345486|SECONDARY|Increase in Serum Creatinine|Increase in serum creatinine during hospitalization, censored at 30 days Change from baseline to highest value, median (IQR), mg/dl|30 days||||mg/dL||Inter-Quartile Range|MEDIAN
258389396|NCT02345486|SECONDARY|Incidence of Acute Kidney Injury|Incidence of stage II or III acute kidney injury by Kidney Disease: Improving Global Outcomes (KDIGO) Acute Kidney Injury criteria, censored at 30 days|30 days||||Participants|||COUNT_OF_PARTICIPANTS
258389397|NCT02345486|SECONDARY|Intensive Care Unit Free Days to Day 28|ICU-free days to 28 days after enrollment will be defined as the number of days alive and not admitted to an intensive care unit service after the patient's final discharge from the intensive care unit before 28 days. If the patient is admitted to an intensive care unit service at day 28 or dies prior to day 28, ICU-free days will be 0.|28 days||||days||Inter-Quartile Range|MEDIAN
258389398|NCT02345486|SECONDARY|Ventilator-free Days (VFD) to Day 28|Ventilator-free days to day 28 will be defined as the number of days alive and with unassisted breathing to day 28 after enrollment, assuming a patient survives for at least two consecutive calendar days after initiating unassisted breathing and remains free of assisted breathing. If a patient returns to assisted breathing and subsequently achieves unassisted breathing prior to day 28, VFD will be counted from the end of the last period of assisted breathing to day 28. If the patient is receiving assisted ventilation at day 28 or dies prior to day 28, VFD will be 0.|28 days||||days||Inter-Quartile Range|MEDIAN
258389399|NCT02345486|SECONDARY|Dialysis-free Survival to Day 28|Dialysis free survival to day 28 will be defined as the number of days alive and without dialysis receipt to day 28 after enrollment, assuming a patient survives for at least two consecutive calendar days after last receipt of dialysis and remains free of dialysis. If the patient is receiving dialysis at day 28 or dies prior to day 28, VFD will be 0.|28 days||||days||Inter-Quartile Range|MEDIAN
258389400|NCT02345486|SECONDARY|Peak Creatinine in the First 30 Days|Highest creatinine value in the first 30 days|30 days||||mg/dL||Inter-Quartile Range|MEDIAN
258769011|NCT03574597|PRIMARY|Participants From Time of Randomization to First Occurrence of a Composite Outcome Measure Consisting of: Cardiovascular (CV) Death, Non-fatal Myocardial Infarction (MI), or Non-fatal Stroke|Number of participants with first occurrence of composite outcome measure consisted of CV death (undetermined cause of death presumed CV death), non-fatal MI, or non-fatal stroke are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.|||Participants|||COUNT_OF_PARTICIPANTS
258769012|NCT03574597|SECONDARY|Participants From Time of Randomisation to CV Death|Number of participants with CV death are presented. The outcome measure was evalulated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.|||Participants|||COUNT_OF_PARTICIPANTS
258769013|NCT03574597|SECONDARY|Participants From Time of Randomisation to First Occurrence of a Composite Heart Failure (HF) Outcome Measure Consisting of: HF Hospitalisation, Urgent HF Visit or CV Death|Number of participants with first occurrence of a composite HF outcome measure consisted of HF hospitalisation, urgent HF visit or CV death are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.|||Participants|||COUNT_OF_PARTICIPANTS
258769014|NCT03574597|SECONDARY|Participants From Time of Randomisation to All-cause Death|Number of participants with all-cause death are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.|||Participants|||COUNT_OF_PARTICIPANTS
258769015|NCT03574597|SECONDARY|Participants From Time of Randomisation to First Occurrence of an Expanded Composite CV Outcome Measure Consisting of: CV Death, Non-fatal MI, Non-fatal Stroke, Coronary Revascularisation or Unstable Angina Pectoris (UAP) Requiring Hospitalisation|Number of participants with first occurrence of an expanded composite CV outcome measure consisted of CV death, non-fatal MI, non-fatal stroke, coronary revascularisation or UAP requiring hospitalisation are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.|||Participants|||COUNT_OF_PARTICIPANTS
258769016|NCT03574597|SECONDARY|Participants From Time of Randomisation to First Occurrence of a Composite Outcome Measure Consisting of: All-cause Death, Non-fatal MI, or Non-fatal Stroke|Number of participants with first occurrence of a composite outcome measure consisted of all-cause death, non-fatal MI, or non-fatal stroke are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.|||Participants|||COUNT_OF_PARTICIPANTS
258769017|NCT03574597|SECONDARY|Participants From Time of Randomisation to First Occurrence of Non-fatal MI|Number of participants with first occurrence of non-fatal MI are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.|||Participants|||COUNT_OF_PARTICIPANTS
258769018|NCT03574597|SECONDARY|Participants From Time of Randomisation to First Occurrence of Non-fatal Stroke|Number of participants with first occurrence of non-fatal stroke are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.|||Participants|||COUNT_OF_PARTICIPANTS
258769019|NCT03574597|SECONDARY|Participants From Time of Randomisation to First Occurrence of Coronary Revascularisation|Number of participants with first occurrence of coronary revascularisation are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.|||Participants|||COUNT_OF_PARTICIPANTS
258769020|NCT03574597|SECONDARY|Participants From Time of Randomisation to First Occurrence of UAP Requiring Hospitalisation|Number of participants with first occurrence of UAP requiring hospitalisation are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.|||Participants|||COUNT_OF_PARTICIPANTS
258769021|NCT03574597|SECONDARY|Participants From Time of Randomisation to First Occurrence of HF Requiring Hospitalisation or Urgent HF Visit|Number of participants with first occurrence of HF requiring hospitalisation or urgent HF visit are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.|||Participants|||COUNT_OF_PARTICIPANTS
258769022|NCT03574597|SECONDARY|Participants From Time of Randomisation to First Occurrence of Glycosylated Haemoglobin (HbA1c) Greater Than Equals to (≥) 48 Millimole Per Mole (mmol/Mol) (6.5 Percentage [%])|Number of participants with first occurrence of HbA1c ≥ 48 mmol/mol (6.5%) are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants with HbA1c less than (\<) 48 mmol/mol (6.5%) at screening. Participants with ≥ 48 mmol/mol (6.5%) at screening were excluded from this analysis.|||Participants|||COUNT_OF_PARTICIPANTS
258769023|NCT03574597|SECONDARY|Participants From Time of Randomisation to First Occurrence of a 5-component Composite Nephropathy Outcome Measure|Number of participants with first occurrence of a 5-component composite nephropathy outcome measure consisted of onset of persistent macroalbuminuria (UACR \> 300 milligram per gram \[mg/g\]), persistent 50% reduction in estimated glomerular filtration rate (eGFR) compared with baseline (randomisation), onset of persistent eGFR \< 15 ml/min/1.73m\^2, initiation of chronic renal replacement therapy (dialysis or transplantation) or renal death. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation.|||Participants|||COUNT_OF_PARTICIPANTS
258769024|NCT03574597|SECONDARY|Participants From Time of Randomisation to HbA1c ≥ 39 mmol/Mol (5.7%) (for Participants With a Screening HbA1c <39 mmol/Mol [5.7%])|Number of participants with HbA1c ≥ 39 mmol/mol (5.7%) are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|From randomisation (week 0) up to 240 weeks|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants with HbA1c \<39 mmol/mol (5.7%) at screening.|||Participants|||COUNT_OF_PARTICIPANTS
258769025|NCT03574597|SECONDARY|Participants With HbA1c < 39 mmol/Mol (5.7%) (for Participants With a Screening HbA1c ≥ 39 mmol/Mol [5.7%])|Number of participants with HbA1c \< 39 mmol/mol (5.7%) are presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|At week 52, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants with HbA1c ≥ 39 mmol/mol (5.7%) at screening. And, number analyzed = number of participants who contributed to the analysis at that particular timepoint.|||Participants|||COUNT_OF_PARTICIPANTS
258769026|NCT03574597|SECONDARY|Change in Systolic Blood Pressure (SBP)|Change in SBP from randomisation (week 0) to week 104 is presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||Millimetre of mercury (mmHg)||Standard Deviation|MEAN
258769027|NCT03574597|SECONDARY|Change in Diastolic Blood Pressure (DBP)|Change in DBP from randomisation (week 0) to week 104 is presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||mmHg||Standard Deviation|MEAN
258769028|NCT03574597|SECONDARY|Change in Pulse|Change in pulse from randomisation (week 0) to week 104 is presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||beats per mintue (bpm)||Standard Deviation|MEAN
258769029|NCT03574597|SECONDARY|Change in High Sensitivity C-Reactive Protein (hsCRP) - Ratio to Baseline|Change in hsCRP (milligram per liter \[mg/L\]) from randomisation (week 0) to week 104 presented as ratio to baseline (week 0). The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||ratio of hsCRP||Geometric Coefficient of Variation|GEOMETRIC_MEAN
258769030|NCT03574597|SECONDARY|Change in Total Cholesterol - Ratio to Baseline|Change in total cholesterol (milligram per deciliter \[mg/dL\]) from randomisation (week 0) to week 104 is presented as ratio to baseline (week 0). The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||ratio of total cholesterol||Geometric Coefficient of Variation|GEOMETRIC_MEAN
258769031|NCT03574597|SECONDARY|Change in High Density Lipoprotein (HDL) Cholesterol - Ratio to Baseline|Change in HDL (mg/dL) from randomisation (week 0) to week 104 is presented as ratio to baseline (week 0). The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||ratio of HDL||Geometric Coefficient of Variation|GEOMETRIC_MEAN
258769032|NCT03574597|SECONDARY|Change in Low Density Lipoprotein (LDL) Cholesterol - Ratio to Baseline|Change in LDL (mg/dL) from randomisation (week 0) to week 104 is presented as ratio to baseline (week 0). The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||ratio of LDL||Geometric Coefficient of Variation|GEOMETRIC_MEAN
258769033|NCT03574597|SECONDARY|Change in Triglycerides - Ratio to Baseline|Change in triglycerides (mg/dL) from randomisation (week 0) to week 104 is presented as ratio to baseline (week 0). The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||ratio of triglycerides||Geometric Coefficient of Variation|GEOMETRIC_MEAN
258769034|NCT03574597|SECONDARY|Change in Body Weight|Percentage change in body weight from randomisation (week 0) to week 104 is presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||percentage change in body weight||Standard Deviation|MEAN
258769035|NCT03574597|SECONDARY|Change in Waist Circumference|Change is waist circumference from randomisation (week 0) to week 104 is presented. The outcome measure was evaluated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||centimeter (cm)||Standard Deviation|MEAN
258769036|NCT03574597|SECONDARY|Change From Randomisation (Week 0) in Participant Reported Outcome (PRO): EuroQol Five Dimensions Five Level Questionnaire (EQ-5D-5L) Index Score to Week 104|EQ-5D-5L is a PRO tool used to estimate impact on participant's health-related quality of life and provides a description of their problems by dimensions (descriptive system). EQ-5D has 5 dimensions: mobility, self-care, usual activities, pain, anxiety/depression, and each dimension has 5 levels: not at all, mild, moderate, severe, extreme. Participant marks most appropriate statement in each dimension, resulting in 1-digit number and digits from 5 dimensions can be combined in 5-digit number describing participant's health state. Index score records an average health status according to dimensions using an algorithm, ranges 0-1 with higher score indicates better health status. Outcome measure was evaluated based on data from in-trial observation period (defined as date of randomisation to one of the dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant \[who were lost to follow-up\], date of death).|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||score on a scale||Standard Deviation|MEAN
258769037|NCT03574597|SECONDARY|Change From Randomisation (Week 0) in PRO: EuroQol Five Dimensions Visual Analogue Scale (EQ-5D-VAS) to Week 104|EQ-5D-5L is a PRO tool used to estimate impact on participant's health-related quality of life and provides a description of their problems by dimensions (descriptive system). EQ-5D has 5 dimensions: mobility, self-care, usual activities, pain, anxiety/depression, and each dimension has 5 levels: not at all, mild, moderate, severe, extreme. Participant marks most appropriate statement in each dimension, resulting in 1-digit number and digits from 5 dimensions can be combined in 5-digit number describing participant's health state. VAS component records a participant's overall self-rated health on a range of 0-100 with higher score indicates better self-reported health status. Outcome measure was evaluated based on data from in-trial observation period (defined as date of randomisation to one of the dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant \[who were lost to follow-up\], date of death).|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||score on a scale||Standard Deviation|MEAN
258769038|NCT03574597|SECONDARY|Change in HbA1c - Percentage|Change in HbA1c (percentage) from randomisation (week 0) to week 104 is presented. The outcome measure was evaulated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||Percentage of HbA1c||Standard Deviation|MEAN
258769039|NCT03574597|SECONDARY|Change in HbA1c - mmol/Mol|Change in HbA1c (mmol/mol) from randomisation (week 0) to week 104 is presented. The outcome measure was evaulated based on data from in-trial observation period. In-trial observation period defined as the period from date of randomisation to one of the following dates, whichever comes first: date of follow-up visit, date when participant withdrew consent, date of last contact with participant for participants who were lost to follow-up (participant did not complete the trial and did not withdraw consent), date of death.|Week 0, week 104|FAS included all randomised participants. All participants were analyzed according to the treatment to which they were assigned at randomisation. Here, overall number of participants analyzed = number of participants who contributed to the analysis.|||mmol/mol||Standard Deviation|MEAN
258891025|NCT03036124|PRIMARY|Subjects Included in the Composite Endpoint of CV Death, Hospitalization Due to Heart Failure or Urgent Visit Due to Heart Failure.|Primary efficacy|Up to 27.8 months.||||Participants|||COUNT_OF_PARTICIPANTS
258891026|NCT03036124|SECONDARY|Subjects Included in the Composite Endpoint of CV Death or Hospitalization Due to Heart Failure.|Secondary|Up to 27.8 months.||||Participants|||COUNT_OF_PARTICIPANTS
258891027|NCT03036124|SECONDARY|Events Included in the Composite Endpoint of Recurrent Hospitalizations Due to Heart Failure and CV Death.|Secondary|Up to 27.8 months.||||events|||NUMBER
258891028|NCT03036124|SECONDARY|Change From Baseline in the KCCQ Total Symptom Score|KCCQ is a 23-item, self-administered instrument that quantifies physical function, symptoms (frequency, severity and recent change), social function, self-efficacy and knowledge, and quality of life. The KCCQ total symptom score incorporates the symptom domains into a single score. Scores are transformed to a range of 0-100, in which higher scores reflect better health status.|Baseline and 8 months or death before 8 months||||Scores on a scale||Standard Deviation|MEAN
258891029|NCT03036124|SECONDARY|Subjects Included in the Composite Endpoint of ≥50% Sustained Decline in eGFR, ESRD or Renal Death.|Secondary|Up to 27.8 months.||||Participants|||COUNT_OF_PARTICIPANTS
258891030|NCT03036124|SECONDARY|Subjects Included in the Endpoint of All-cause Mortality.|Secondary|Up to 27.8 months.||||Participants|||COUNT_OF_PARTICIPANTS
258513311|NCT03611582|PRIMARY|Change in Body Weight (%)|Change in body weight from baseline (week 0) to week 68 is presented. The endpoint was evaluated based on the data from both in-trial and on-treatment periods. In-trial observation period: the uninterrupted time interval from the start of randomisation (week 0) to last trial-related subject-site contact (week 75). On-treatment observation period: includes all time intervals in which participants are considered to be on treatment from the first (week 0) to last trial product administration (week 68), including 2 weeks of follow-up. It excludes any period of temporary treatment interruption. Temporary treatment interruption is defined as more than 2 consecutive missed doses (off-treatment period).|Baseline (week 0) to week 68|Overall number of participants analyzed = full analysis set (FAS) which comprised all randomized participants. Number Analyzed = number of participants with available data.|||Percentage||Standard Deviation|MEAN
258513312|NCT03611582|PRIMARY|Participants Who Achieve (Yes/no): Body Weight Reduction More Than or Equal to 5%|Number of participants who achieved greater than or equal to (≥) 5% weight loss after 68 weeks is presented. In the reported data, 'Yes' infers the number of participants who have achieved ≥ 5% weight loss, whereas 'No' infers the number of participants who have not achieved ≥ 5% weight loss. The endpoint was evaluated based on the data from both in-trial and on-treatment observation periods. In-trial observation period: the uninterrupted time interval from start of randomization (week 0) to last trial-related subject-site contact (week 75). On-treatment observation period: includes all time intervals in which participants are considered to be on treatment from the first (week 0) to last trial product administration (week 68), including 2 weeks of follow-up. It excludes any period of temporary treatment interruption.|After 68 weeks|Overall number of participants analyzed = full analysis set (FAS) which comprised all randomized participants. Number Analyzed = number of participants with available data.|||Participants|||COUNT_OF_PARTICIPANTS
258513313|NCT03611582|SECONDARY|Participants Who Achieve (Yes/no): Body Weight Reduction More Than or Equal to 10%|Number of participants who achieved greater than or equal to (≥) 10% weight loss after 68 weeks is presented. In the reported data, 'Yes' infers number of participants who have achieved ≥ 10% weight loss whereas 'No' infers number of participants who have not achieved ≥ 10% weight loss. The endpoint was evaluated based on the data from in-trial observation period. In-trial observation period: the uninterrupted time interval from start of randomization (week 0) to last trial-related subject-site contact (week 75).|After 68 weeks|FAS included all randomised participants. 'Overall Number of Participants Analyzed' = participants with available data.|||Participants|||COUNT_OF_PARTICIPANTS
