Hazard consumer sweep, before lane AD wiring
base_ref: a177740544be8044231e1c1b1e5ad1460d69f70e
rows: 491
SUMMARY: 32 of 32 topics with at least one UNWIRED hazard severity BLOCKS_CLAIM or QUALIFIES_CLAIM: balanced-crystalloids-vs-saline-mortality, colchicine-postop-af, colchicine-recurrent-pericarditis, colchicine-secondary-cv-prevention, corticosteroids-cap-mortality, corticosteroids-covid19-mortality, dapagliflozin-hfpef-hosp, denosumab-vertebral-fracture, doac-vte-recurrence, dpp4-mace-t2d, empagliflozin-hfpef-hosp, esketamine-trd-madrs, finerenone-ckd-t2d-renal, glp1-ra-mace-t2d, iv-iron-hfref-hosp, melatonin-primary-insomnia-sol, metformin-pcos-ovulation, noac-vs-warfarin-af-stroke, omega3-cardiovascular-events, pcsk9-mace, probiotics-aad-prevention, sacubitril-valsartan-hfref, semaglutide-obesity-mace, semaglutide-obesity-weight, sglt2-ckd-progression, sglt2-hfref-hosp-cvdeath, sglt2-primary-prevention-hf, spironolactone-hfref-mortality, statins-primary-prevention-elderly, ticagrelor-vs-clopidogrel-acs, tocilizumab-covid19-mortality, tranexamic-acid-pph
UNWIRED hazard pairs: (DECLARED_ABSENT_SECTION,DECLARED_ABSENT), (DECLARED_ABSENT_SECTION,UNKNOWN), (DECLARED_STRANDS,REFUSED_ON_EVIDENCE), (DEFINITION_AUDIT,PARTIAL), (FUNDING_COI,PARTIAL), (FUNDING_COI,RECORDED), (GRADE_CERTAINTY,NOT_ASSESSED), (GRADE_CERTAINTY,PROVISIONAL), (REPRODUCTION_RETRACTION,RETRACTED), (RETRIEVAL_CLASS,NOT_RUN), (RETRIEVAL_CLASS,UNRECORDED), (ROB_SENSITIVITY,PARTIAL), (SEARCH_ENUMERATION_ONLY,NOT_RUN), (SEARCH_PROVENANCE,RETRACTED)

slug | limitation_id | kind | severity | evidence_state | consumer_gate | gate_verdict_at_build | status
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: search_not_executed, identifier_single_agent_class_pool | WIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:overview:identifier-scope | IDENTIFIER_SCOPE | BLOCKS_CLAIM | REFUSED_ON_EVIDENCE | invalidation.assess | STALE: search_not_executed, identifier_single_agent_class_pool | WIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:screening:identifier-scope | IDENTIFIER_SCOPE | BLOCKS_CLAIM | REFUSED_ON_EVIDENCE | invalidation.assess | STALE: search_not_executed, identifier_single_agent_class_pool | WIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | RECORDED | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:search:enumeration-only | SEARCH_ENUMERATION_ONLY | BLOCKS_CLAIM | NOT_RUN | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:harms:0:hyperkalemia:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:harms:1:gynecomastia-or-breast-pain:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | PARTIAL | compat.outcome_key | All-cause mortality: verified 1/3 | WIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
spironolactone-hfref-mortality | topic:spironolactone-hfref-mortality:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: eligible_declared_absent | WIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:outcomes:definition-audit | DEFINITION_AUDIT | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:harms:0:muscle-symptoms-myopathy:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:harms:1:new-onset-diabetes:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | PARTIAL | compat.outcome_key | Major vascular events: verified 1/2 | WIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | RECORDED | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
statins-primary-prevention-elderly | topic:statins-primary-prevention-elderly:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: eligible_declared_absent | WIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:search:enumeration-only | SEARCH_ENUMERATION_ONLY | BLOCKS_CLAIM | NOT_RUN | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:harms:1:dyspnea:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | Major adverse cardiovascular events: cardiovascular death, myocardial infarction, or stroke: verified 2/2; Major bleeding: verified 1/1 | WIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
ticagrelor-vs-clopidogrel-acs | topic:ticagrelor-vs-clopidogrel-acs:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: eligible_declared_absent | WIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:harms:1:secondary-infections-by-28-days:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | 28-day all-cause mortality: verified 1/1; Serious adverse events: verified 2/2 | WIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | RECORDED | null | null | UNWIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
tocilizumab-covid19-mortality | topic:tocilizumab-covid19-mortality:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: eligible_declared_absent | WIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:outcomes:definition-audit | DEFINITION_AUDIT | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:harms:1:adverse-events:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | Death due to bleeding: verified 1/1; Thromboembolic events: verified 1/1 | WIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | RECORDED | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
tranexamic-acid-pph | topic:tranexamic-acid-pph:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
