Hazard consumer sweep, before lane AD wiring
base_ref: a177740544be8044231e1c1b1e5ad1460d69f70e
rows: 491
SUMMARY: 32 of 32 topics with at least one UNWIRED hazard severity BLOCKS_CLAIM or QUALIFIES_CLAIM: balanced-crystalloids-vs-saline-mortality, colchicine-postop-af, colchicine-recurrent-pericarditis, colchicine-secondary-cv-prevention, corticosteroids-cap-mortality, corticosteroids-covid19-mortality, dapagliflozin-hfpef-hosp, denosumab-vertebral-fracture, doac-vte-recurrence, dpp4-mace-t2d, empagliflozin-hfpef-hosp, esketamine-trd-madrs, finerenone-ckd-t2d-renal, glp1-ra-mace-t2d, iv-iron-hfref-hosp, melatonin-primary-insomnia-sol, metformin-pcos-ovulation, noac-vs-warfarin-af-stroke, omega3-cardiovascular-events, pcsk9-mace, probiotics-aad-prevention, sacubitril-valsartan-hfref, semaglutide-obesity-mace, semaglutide-obesity-weight, sglt2-ckd-progression, sglt2-hfref-hosp-cvdeath, sglt2-primary-prevention-hf, spironolactone-hfref-mortality, statins-primary-prevention-elderly, ticagrelor-vs-clopidogrel-acs, tocilizumab-covid19-mortality, tranexamic-acid-pph
UNWIRED hazard pairs: (DECLARED_ABSENT_SECTION,DECLARED_ABSENT), (DECLARED_ABSENT_SECTION,UNKNOWN), (DECLARED_STRANDS,REFUSED_ON_EVIDENCE), (DEFINITION_AUDIT,PARTIAL), (FUNDING_COI,PARTIAL), (FUNDING_COI,RECORDED), (GRADE_CERTAINTY,NOT_ASSESSED), (GRADE_CERTAINTY,PROVISIONAL), (REPRODUCTION_RETRACTION,RETRACTED), (RETRIEVAL_CLASS,NOT_RUN), (RETRIEVAL_CLASS,UNRECORDED), (ROB_SENSITIVITY,PARTIAL), (SEARCH_ENUMERATION_ONLY,NOT_RUN), (SEARCH_PROVENANCE,RETRACTED)

slug | limitation_id | kind | severity | evidence_state | consumer_gate | gate_verdict_at_build | status
doac-vte-recurrence | topic:doac-vte-recurrence:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
doac-vte-recurrence | topic:doac-vte-recurrence:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | RECORDED | null | null | UNWIRED
doac-vte-recurrence | topic:doac-vte-recurrence:search:enumeration-only | SEARCH_ENUMERATION_ONLY | BLOCKS_CLAIM | NOT_RUN | null | null | UNWIRED
doac-vte-recurrence | topic:doac-vte-recurrence:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
doac-vte-recurrence | topic:doac-vte-recurrence:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
doac-vte-recurrence | topic:doac-vte-recurrence:harms:none | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | UNKNOWN | null | null | UNWIRED
doac-vte-recurrence | topic:doac-vte-recurrence:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
doac-vte-recurrence | topic:doac-vte-recurrence:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | Trial-reported recurrent VTE composite: verified 6/6 | WIRED
doac-vte-recurrence | topic:doac-vte-recurrence:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
doac-vte-recurrence | topic:doac-vte-recurrence:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
doac-vte-recurrence | topic:doac-vte-recurrence:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
doac-vte-recurrence | topic:doac-vte-recurrence:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
doac-vte-recurrence | topic:doac-vte-recurrence:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: search_not_executed, known_eligible_missing, eligible_declared_absent | WIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | RECORDED | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:search:enumeration-only | SEARCH_ENUMERATION_ONLY | BLOCKS_CLAIM | NOT_RUN | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:harms:none | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | UNKNOWN | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | PARTIAL | compat.outcome_key | 3-point major adverse cardiovascular events: verified 2/3 | WIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
dpp4-mace-t2d | topic:dpp4-mace-t2d:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: search_not_executed, known_eligible_missing, eligible_declared_absent | WIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | RECORDED | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:search:enumeration-only | SEARCH_ENUMERATION_ONLY | BLOCKS_CLAIM | NOT_RUN | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:outcomes:definition-audit | DEFINITION_AUDIT | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:harms:none | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | UNKNOWN | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | Composite cardiovascular death or worsening heart failure: verified 1/1 | WIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | RECORDED | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
empagliflozin-hfpef-hosp | topic:empagliflozin-hfpef-hosp:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: search_not_executed, eligible_declared_absent | WIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | RECORDED | null | null | UNWIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:harms:0:adverse-events:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | Change in MADRS: verified 2/4 | WIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
esketamine-trd-madrs | topic:esketamine-trd-madrs:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: eligible_declared_absent | WIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:harms:0:hyperkalemia:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:harms:1:hyperkalemia-related-treatment-discontinuation:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | Kidney composite outcome: verified 2/2 | WIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | RECORDED | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
finerenone-ckd-t2d-renal | topic:finerenone-ckd-t2d-renal:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: known_eligible_missing, eligible_declared_absent | WIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:search:enumeration-only | SEARCH_ENUMERATION_ONLY | BLOCKS_CLAIM | NOT_RUN | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:harms:0:gastrointestinal-adverse-events:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:harms:1:adverse-events-leading-to-discontinuation:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | PARTIAL | compat.outcome_key | 3-point major adverse cardiovascular events: verified 0/8 | WIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | RECORDED | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
glp1-ra-mace-t2d | topic:glp1-ra-mace-t2d:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: known_eligible_missing, eligible_declared_absent, no_checkable_claim | WIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:overview:suppressed-pool:primary | SUPPRESSED_POOL | BLOCKS_CLAIM | SUPPRESSED | estmeasure.pool_compatibility | SUPPRESSED: Heart-failure hospitalization: incompatible | WIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:overview:declared-strands | DECLARED_STRANDS | QUALIFIES_CLAIM | REFUSED_ON_EVIDENCE | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:outcomes:definition-audit | DEFINITION_AUDIT | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:outcomes:0:heart-failure-hospitalization:suppressed-pool | SUPPRESSED_POOL | BLOCKS_CLAIM | SUPPRESSED | estmeasure.pool_compatibility | SUPPRESSED: Heart-failure hospitalization: incompatible | WIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:harms:0:injection-site-reactions:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:harms:1:hypersensitivity-reactions:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | NO_POOLED_COMPAT_KEY | WIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | NOT_ASSESSED | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:reproduction:claim-check-zero | CLAIM_CHECK_ZERO | BLOCKS_CLAIM | NOT_RUN | invalidation.assess | STALE: known_eligible_missing, eligible_declared_absent, no_checkable_claim | WIRED
iv-iron-hfref-hosp | topic:iv-iron-hfref-hosp:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: search_not_executed, eligible_declared_absent | WIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | RECORDED | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:outcomes:definition-audit | DEFINITION_AUDIT | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:harms:0:adverse-events:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | Sleep-onset latency: verified 1/1 | WIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
melatonin-primary-insomnia-sol | topic:melatonin-primary-insomnia-sol:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: eligible_declared_absent | WIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | RECORDED | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:harms:0:gastrointestinal-adverse-events:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:harms:1:treatment-discontinuation-due-to-adverse-events:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | PARTIAL | compat.outcome_key | Ovulation rate: verified 0/3 | WIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
metformin-pcos-ovulation | topic:metformin-pcos-ovulation:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: eligible_declared_absent | WIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:search:enumeration-only | SEARCH_ENUMERATION_ONLY | BLOCKS_CLAIM | NOT_RUN | null | null | UNWIRED
