id|nct_id|ctgov_group_code|result_type|title|description|outcome_id
838899848|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751260
838899849|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751261
838899850|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751261
838899851|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751261
838899852|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751262
838899853|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751262
838899854|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751262
838899855|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751263
838899856|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751263
838899857|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751263
838899858|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751264
838899859|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751264
838899860|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751264
838899861|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751265
838899862|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751265
838899863|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751265
838899864|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751266
838899865|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751266
838899866|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751266
838899867|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751267
838899868|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751267
838899869|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751267
838899870|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751268
838899871|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751268
838899872|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751268
838899873|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751269
838899874|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751269
838899875|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751269
838899876|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751270
838899877|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751270
838899878|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751270
838899879|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751271
838899880|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751271
838899881|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751271
838899882|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751272
838899883|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751272
838899884|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751272
838899885|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751273
838899886|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751273
838899887|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751273
838899888|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751274
838899889|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751274
838899890|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751274
838899891|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751275
838899892|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751275
838899893|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751275
838899894|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751276
838899895|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751276
838899896|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751276
838899897|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751277
838899898|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751277
838899899|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751277
838899900|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751278
838899901|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751278
838899902|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751278
838899903|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751279
838899904|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751279
838899905|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751279
838899906|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751280
838899907|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751280
838899908|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751280
838899909|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751281
838899910|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751281
838899911|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751281
838899912|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751282
838899913|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751282
838899914|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751282
838899915|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751283
838899916|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751283
838899917|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751283
838899918|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751284
838899919|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751284
838899920|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751284
838899921|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751285
838899922|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751285
838899923|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751285
838899924|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751286
838899925|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751286
838899926|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751286
838899927|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751287
838899928|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751287
838899929|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751287
838899930|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751288
838899931|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751288
838899932|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751288
838899933|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751289
838899934|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751289
838899935|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751289
838899936|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751290
838899937|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751290
838899938|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751290
838899939|NCT01986881|OG003|Outcome|All Ertugliflozin (Overall Cardiovascular Study)|Ertugliflozin 5 mg or 15 mg, administered orally, once daily, for up to approximately 6 years|258751290
838899940|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751291
838899941|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751291
838899942|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751291
838899943|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751292
838899944|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751292
838899945|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751292
838899946|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751293
838899947|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751293
838899948|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751293
838899949|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751294
838899950|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751294
838899951|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751294
838899952|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751295
838899953|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751295
838899954|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751295
838899955|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751296
838899956|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751296
838899957|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751296
838899958|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751297
838899959|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751297
838899960|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751297
838899961|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751298
838899962|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751298
838899963|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751298
838899964|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751299
838899965|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751299
838899966|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751299
838899967|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751300
838899968|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751300
838899969|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751300
838899970|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751301
838899971|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751301
838899972|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751301
838899973|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751302
838899974|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751302
838899975|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751302
838899976|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751303
838899977|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751303
838899978|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751303
838899979|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751304
838899980|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751304
838899981|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751304
838899982|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751305
838899983|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751305
838899984|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751305
838899985|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751306
838899986|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751306
838899987|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751306
838899988|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751307
838899989|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751307
838899990|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751307
838899991|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751308
838899992|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751308
838899993|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751308
838899994|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751309
838899995|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751309
838899996|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751309
838899997|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751310
838899998|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751310
838899999|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751310
838900000|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751311
838900001|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751311
838900002|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751311
838900003|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Insulin +/- Metformin Glycemic Sub-study)|Ertugliflozin 5 mg, administered orally, once daily, for up to 18 weeks|258751312
838900004|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Insulin +/- Metformin Glycemic Sub-study)|Ertugliflozin 15 mg, administered orally, once daily, for up to 18 weeks|258751312
838900005|NCT01986881|OG002|Outcome|Placebo (Insulin +/- Metformin Glycemic Sub-study)|Matching placebo to ertugliflozin administered orally, once daily, for up to 18 weeks|258751312
838900006|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Sulfonylurea Monotherapy Glycemic Sub-study)|Ertugliflozin 5 mg, administered orally, once daily, for up to 18 weeks|258751313
838900007|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Sulfonylurea Monotherapy Glycemic Sub-study)|Ertugliflozin 15 mg, administered orally, once daily, for up to 18 weeks|258751313
838900008|NCT01986881|OG002|Outcome|Placebo (Sulfonylurea Monotherapy Glycemic Sub-study)|Matching placebo to ertugliflozin administered orally, once daily, for up to 18 weeks|258751313
838900009|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Metformin With Sulfonylurea Glycemic Sub-study)|Ertugliflozin 5 mg, administered orally, once daily, for up to 18 weeks|258751314
838900010|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Metformin With Sulfonylurea Glycemic Sub-study)|Ertugliflozin 15 mg, administered orally, once daily, for up to 18 weeks|258751314
838900011|NCT01986881|OG002|Outcome|Placebo (Metformin With Sulfonylurea Glycemic Sub-study)|Matching placebo to ertugliflozin administered orally, once daily, for up to 18 weeks|258751314
838900012|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751315
838900013|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751315
838900014|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751315
