id|nct_id|ctgov_group_code|result_type|title|description|outcome_id
838133050|NCT00643201|OG000|Outcome|Apixaban|"Apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by apixaban 5 mg, twice daily, 6 months~Placebo for enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until sham INR ≥2~Placebo for warfarin: tablets, oral, dosing to target sham INR range between 2.0 - 3.0, once daily, 6 months"|258520513
838133051|NCT00643201|OG001|Outcome|Enoxaparin + Warfarin|"Enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until INR ≥2~warfarin: tablets, oral, dosing to target INR range between 2.0 - 3.0, once daily, 6 months~Placebo for apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by placebo for apixaban 5 mg tablets, twice daily, 6 months"|258520513
838133052|NCT00643201|OG000|Outcome|Apixaban|"Apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by apixaban 5 mg, twice daily, 6 months~Placebo for enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until sham INR ≥2~Placebo for warfarin: tablets, oral, dosing to target sham INR range between 2.0 - 3.0, once daily, 6 months"|258520514
838133053|NCT00643201|OG001|Outcome|Enoxaparin + Warfarin|"Enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until INR ≥2~warfarin: tablets, oral, dosing to target INR range between 2.0 - 3.0, once daily, 6 months~Placebo for apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by placebo for apixaban 5 mg tablets, twice daily, 6 months"|258520514
838133054|NCT00643201|OG000|Outcome|Apixaban|"Apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by apixaban 5 mg, twice daily, 6 months~Placebo for enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until sham INR ≥2~Placebo for warfarin: tablets, oral, dosing to target sham INR range between 2.0 - 3.0, once daily, 6 months"|258520515
838133055|NCT00643201|OG001|Outcome|Enoxaparin + Warfarin|"Enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until INR ≥2~warfarin: tablets, oral, dosing to target INR range between 2.0 - 3.0, once daily, 6 months~Placebo for apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by placebo for apixaban 5 mg tablets, twice daily, 6 months"|258520515
838133056|NCT00643201|OG000|Outcome|Apixaban|"Apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by apixaban 5 mg, twice daily, 6 months~Placebo for enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until sham INR ≥2~Placebo for warfarin: tablets, oral, dosing to target sham INR range between 2.0 - 3.0, once daily, 6 months"|258520516
838133057|NCT00643201|OG001|Outcome|Enoxaparin + Warfarin|"Enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until INR ≥2~warfarin: tablets, oral, dosing to target INR range between 2.0 - 3.0, once daily, 6 months~Placebo for apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by placebo for apixaban 5 mg tablets, twice daily, 6 months"|258520516
838133058|NCT00643201|OG000|Outcome|Apixaban|"Apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by apixaban 5 mg, twice daily, 6 months~Placebo for enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until sham INR ≥2~Placebo for warfarin: tablets, oral, dosing to target sham INR range between 2.0 - 3.0, once daily, 6 months"|258520517
838133059|NCT00643201|OG001|Outcome|Enoxaparin + Warfarin|"Enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until INR ≥2~warfarin: tablets, oral, dosing to target INR range between 2.0 - 3.0, once daily, 6 months~Placebo for apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by placebo for apixaban 5 mg tablets, twice daily, 6 months"|258520517
838133060|NCT00643201|OG000|Outcome|Apixaban|"Apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by apixaban 5 mg, twice daily, 6 months~Placebo for enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until sham INR ≥2~Placebo for warfarin: tablets, oral, dosing to target sham INR range between 2.0 - 3.0, once daily, 6 months"|258520518
838133061|NCT00643201|OG001|Outcome|Enoxaparin + Warfarin|"Enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until INR ≥2~warfarin: tablets, oral, dosing to target INR range between 2.0 - 3.0, once daily, 6 months~Placebo for apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by placebo for apixaban 5 mg tablets, twice daily, 6 months"|258520518
838133062|NCT00643201|OG000|Outcome|Apixaban|"Apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by apixaban 5 mg, twice daily, 6 months~Placebo for enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until sham INR ≥2~Placebo for warfarin: tablets, oral, dosing to target sham INR range between 2.0 - 3.0, once daily, 6 months"|258520519
838133063|NCT00643201|OG001|Outcome|Enoxaparin + Warfarin|"Enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until INR ≥2~warfarin: tablets, oral, dosing to target INR range between 2.0 - 3.0, once daily, 6 months~Placebo for apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by placebo for apixaban 5 mg tablets, twice daily, 6 months"|258520519
838134054|NCT00643201|EG000|Reported Event|Apixaban|"Apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by apixaban 5 mg, twice daily, 6 months~Placebo for enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until sham INR ≥2~Placebo for warfarin: tablets, oral, dosing to target sham INR range between 2.0 - 3.0, once daily, 6 months"|
838134055|NCT00643201|EG001|Reported Event|Enoxaparin/Warfarin|"Enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until INR ≥2~warfarin: tablets, oral, dosing to target INR range between 2.0 - 3.0, once daily, 6 months~Placebo for apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by placebo for apixaban 5 mg tablets, twice daily, 6 months"|
838134253|NCT00643201|FG000|Participant Flow|Apixaban|"apixaban: tablets, oral, 10 milligram (mg) tablets, twice daily, for 7 days followed by apixaban 5 mg, twice daily, 6 months.~Placebo for enoxaparin: solution, subcutaneous, 1milligram per kilogram (mg/kg) every 12 hours until sham international normalized ratio (INR) greater than, equal to ( ≥) 2.~Placebo for warfarin: tablets, oral, dosing to target sham INR range between 2.0 - 3.0, once daily, 6 months"|
838134254|NCT00643201|FG001|Participant Flow|Enoxaparin + Warfarin|"Enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until INR ≥2.~Warfarin: tablets, oral, dosing to target INR range between 2.0 - 3.0, once daily, 6 months~Placebo for apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by placebo for apixaban 5 mg tablets, twice daily, 6 months"|
838134450|NCT00643201|BG000|Baseline|Apixaban|"apixaban: tablets, oral, 10 milligram (mg) tablets, twice daily, for 7 days followed by apixaban 5 mg, twice daily, 6 months.~Placebo for enoxaparin: solution, subcutaneous, 1milligram per kilogram (mg/kg) every 12 hours until sham International normalized ratio (INR) greater than, equal to ( ≥) 2.~Placebo for warfarin: tablets, oral, dosing to target sham INR range between 2.0 - 3.0, once daily, 6 months"|
838134451|NCT00643201|BG001|Baseline|Enoxaparin + Warfarin|"Enoxaparin: solution, subcutaneous, 1 mg/kg Q12h until INR ≥2.~warfarin: tablets, oral, dosing to target INR range between 2.0 - 3.0, once daily, 6 months~Placebo for apixaban: tablets, oral, 10 mg tablets, twice daily, for 7 days followed by placebo for apixaban 5 mg tablets, twice daily, 6 months"|
838134452|NCT00643201|BG002|Baseline|Total|Total of all reporting groups|
837370358|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290956
837370359|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290956
837370360|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290956
837370361|NCT01032629|OG003|Outcome|Canagliflozin (Total)|Participants received one canagliflozin 100 mg or 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290956
837370362|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290957
837370363|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290957
837370364|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290957
837370365|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290958
837370366|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290958
837370367|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290958
837370368|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290959
837370369|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290959
837370370|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290959
837370371|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290960
837370372|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290960
837370373|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290960
837370374|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290961
837370375|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290961
837370376|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290961
837370377|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290962
837370378|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290962
837370379|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290962
837370380|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290963
837370381|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290963
837370382|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290963
837370383|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290964
837370384|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290964
837370385|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290964
837370386|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290965
837370387|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290965
837370388|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290965
837370389|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290966
837370390|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290966
837370391|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290966
837370392|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290967
837370393|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290967
837370394|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290967
837370395|NCT01032629|OG000|Outcome|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|258290968
837370396|NCT01032629|OG001|Outcome|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|258290968
837370397|NCT01032629|OG002|Outcome|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|258290968
837370799|NCT01032629|EG000|Reported Event|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|
837370800|NCT01032629|EG001|Reported Event|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|
837370801|NCT01032629|EG002|Reported Event|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|
837370955|NCT01032629|FG000|Participant Flow|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|
837370956|NCT01032629|FG001|Participant Flow|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|
837370957|NCT01032629|FG002|Participant Flow|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|
837371156|NCT01032629|BG000|Baseline|Placebo|Participants received one placebo capsule orally once daily for the duration of the study or until early discontinuation from treatment.|
837371157|NCT01032629|BG001|Baseline|Canagliflozin 100 mg|Participants received one canagliflozin 100 milligram (mg) capsule once daily for the duration of the study or until early discontinuation from treatment.|
837371158|NCT01032629|BG002|Baseline|Canagliflozin 300 mg|Participants received one canagliflozin 300 mg capsule once daily for the duration of the study or until early discontinuation from treatment.|
837371159|NCT01032629|BG003|Baseline|Total|Total of all reporting groups|
837386172|NCT03619213|OG000|Outcome|Dapa 10 mg|Dapagliflozin 10 mg tablets administered once daily per oral use|258295476
837386173|NCT03619213|OG001|Outcome|Placebo|Placebo tablet to match dapagliflozin 10 mg, given once daily per oral use|258295476
837386174|NCT03619213|OG000|Outcome|Dapa 10 mg|Dapagliflozin 10 mg tablets administered once daily per oral use|258295477
837386175|NCT03619213|OG001|Outcome|Placebo|Placebo tablet to match dapagliflozin 10 mg, given once daily per oral use|258295477
837386176|NCT03619213|OG000|Outcome|Dapa 10 mg|Dapagliflozin 10 mg tablets administered once daily per oral use|258295478
837386177|NCT03619213|OG001|Outcome|Placebo|Placebo tablet to match dapagliflozin 10 mg, given once daily per oral use|258295478
837386178|NCT03619213|OG000|Outcome|Dapa 10 mg|Dapagliflozin 10 mg tablets administered once daily per oral use|258295479
837386179|NCT03619213|OG001|Outcome|Placebo|Placebo tablet to match dapagliflozin 10 mg, given once daily per oral use|258295479
837386180|NCT03619213|OG000|Outcome|Dapa 10 mg|Dapagliflozin 10 mg tablets administered once daily per oral use|258295480
837386181|NCT03619213|OG001|Outcome|Placebo|Placebo tablet to match dapagliflozin 10 mg, given once daily per oral use|258295480
837386182|NCT03619213|OG000|Outcome|Dapa 10 mg|Dapagliflozin 10 mg tablets administered once daily per oral use|258295481
837386183|NCT03619213|OG001|Outcome|Placebo|Placebo tablet to match dapagliflozin 10 mg, given once daily per oral use|258295481
837386184|NCT03619213|OG000|Outcome|Dapa 10 mg|Dapagliflozin 10 mg tablets administered once daily per oral use|258295482
837386185|NCT03619213|OG001|Outcome|Placebo|Placebo tablet to match dapagliflozin 10 mg, given once daily per oral use|258295482
837386970|NCT03619213|EG000|Reported Event|Dapa 10 mg|Dapagliflozin 10 mg tablets administered once daily per oral use|
837386971|NCT03619213|EG001|Reported Event|Placebo|Placebo tablet to match dapagliflozin 10 mg, given once daily per oral use|
837387117|NCT03619213|FG000|Participant Flow|Dapa 10 mg|Dapagliflozin 10 mg tablets administered once daily per oral use|
837387118|NCT03619213|FG001|Participant Flow|Placebo|Placebo tablet to match dapagliflozin 10 mg, given once daily per oral use|
837387277|NCT03619213|BG000|Baseline|Dapa 10 mg|Dapagliflozin 10 mg tablets administered once daily per oral use|
837387278|NCT03619213|BG001|Baseline|Placebo|Placebo tablet to match dapagliflozin 10 mg, given once daily per oral use|
837387279|NCT03619213|BG002|Baseline|Total|Total of all reporting groups|
839356413|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258888996
839356414|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258888996
839356415|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258888997
839356416|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258888997
839356417|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258888998
839356418|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258888998
839356419|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258888999
839356420|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258888999
839356421|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889000
839356422|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889000
839356423|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889001
839356424|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889001
839356425|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889002
839356426|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889002
839356427|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889003
839356428|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889003
839356429|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889004
839356430|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889004
839356431|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889005
839356432|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889005
839356433|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889006
839356434|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889006
839356435|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889007
839356436|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889007
839356437|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889008
839356438|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889008
839356439|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889009
839356440|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889009
839356441|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889010
839356442|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889010
839356443|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889011
839356444|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889011
839356445|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889012
839356446|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889012
839356447|NCT00790205|OG000|Outcome|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|258889013
839356448|NCT00790205|OG001|Outcome|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|258889013
839357004|NCT00790205|EG000|Reported Event|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|
839357005|NCT00790205|EG001|Reported Event|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|
839357198|NCT00790205|FG000|Participant Flow|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|
839357199|NCT00790205|FG001|Participant Flow|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|
839357410|NCT00790205|BG000|Baseline|Sitagliptin|Sitagliptin tablet taken orally once daily in the morning for up to approximately 5 years|
839357411|NCT00790205|BG001|Baseline|Placebo|Matching placebo tablet taken orally once daily in the morning for up to approximately 5 years|
839357412|NCT00790205|BG002|Baseline|Total|Total of all reporting groups|
838033800|NCT01730534|OG000|Outcome|Dapa 10 mg|Dapagliflozin 10 mg tablets administered orally once daily|258491181
838033801|NCT01730534|OG001|Outcome|Placebo|Matching placebo for dapagliflozin 10 mg administered orally once daily|258491181
838033802|NCT01730534|OG000|Outcome|Dapa 10 mg|Dapagliflozin 10 mg tablets administered orally once daily|258491182
838033803|NCT01730534|OG001|Outcome|Placebo|Matching placebo for dapagliflozin 10 mg administered orally once daily|258491182
838033804|NCT01730534|OG000|Outcome|Dapa 10 mg|Dapagliflozin 10 mg tablets administered orally once daily|258491183
838033805|NCT01730534|OG001|Outcome|Placebo|Matching placebo for dapagliflozin 10 mg administered orally once daily|258491183
838033806|NCT01730534|OG000|Outcome|Dapa 10 mg|Dapagliflozin 10 mg tablets administered orally once daily|258491184
838033807|NCT01730534|OG001|Outcome|Placebo|Matching placebo for dapagliflozin 10 mg administered orally once daily|258491184
838034696|NCT01730534|EG000|Reported Event|Dapa 10 mg|Description (Arm-group)|
838034697|NCT01730534|EG001|Reported Event|Placebo|Description (Arm-group)|
838034814|NCT01730534|FG000|Participant Flow|Dapa 10 mg|Dapagliflozin 10 mg tablets administered orally once daily|
838034815|NCT01730534|FG001|Participant Flow|Placebo|Matching placebo for dapagliflozin 10 mg administered orally once daily|
838034933|NCT01730534|BG000|Baseline|Dapa 10 mg|Dapagliflozin 10 mg tablets administered orally once daily|
838034934|NCT01730534|BG001|Baseline|Placebo|Matching placebo for dapagliflozin 10 mg administered orally once daily|
838034935|NCT01730534|BG002|Baseline|Total|Total of all reporting groups|
838307414|NCT01107886|OG000|Outcome|Saxagliptin|5 mg once daily in subjects with normal renal function or mild impaired renal function (eGFR \>50 mL/min); 2.5 mg once daily in subjects with moderate to severe renal impairment (eGFR ≤50 mL/min).|258573795
838307415|NCT01107886|OG001|Outcome|Placebo|Matching Placebo|258573795
838307416|NCT01107886|OG000|Outcome|Saxagliptin|5 mg once daily in subjects with normal renal function or mild impaired renal function (eGFR \>50 mL/min); 2.5 mg once daily in subjects with moderate to severe renal impairment (eGFR ≤50 mL/min).|258573796
838307417|NCT01107886|OG001|Outcome|Placebo|Matching Placebo|258573796
838307418|NCT01107886|OG000|Outcome|Saxagliptin|5 mg once daily in subjects with normal renal function or mild impaired renal function (eGFR \>50 mL/min); 2.5 mg once daily in subjects with moderate to severe renal impairment (eGFR ≤50 mL/min).|258573797
838307419|NCT01107886|OG001|Outcome|Placebo|Matching Placebo|258573797
838307615|NCT01107886|EG000|Reported Event|Placebo|Matching Placebo|
838307616|NCT01107886|EG001|Reported Event|Saxagliptin|5 mg once daily in subjects with normal renal function or mild impaired renal function (eGFR \>50 mL/min); 2.5 mg once daily in subjects with moderate to severe renal impairment (eGFR ≤50 mL/min).|
838307817|NCT01107886|FG000|Participant Flow|Saxagliptin|5 mg once daily in subjects with normal renal function or mild impaired renal function (eGFR \>50 mL/min); 2.5 mg once daily in subjects with moderate to severe renal impairment (eGFR ≤50 mL/min).|
838307818|NCT01107886|FG001|Participant Flow|Placebo|Matching Placebo|
838308066|NCT01107886|BG000|Baseline|Saxagliptin|5 mg once daily in subjects with normal renal function or mild impaired renal function (eGFR \>50 mL/min); 2.5 mg once daily in subjects with moderate to severe renal impairment (eGFR ≤50 mL/min).|
838308067|NCT01107886|BG001|Baseline|Placebo|Matching Placebo|
838308068|NCT01107886|BG002|Baseline|Total|Total of all reporting groups|
838320822|NCT01897532|OG000|Outcome|Placebo|"Patients were administered Placebo matching Linagliptin 5 mg film-coated tablet orally once daily.~At Visit 2, patients received one treatment box sufficient for 12 weeks treatment (plus 1 week reserve).~At Visit 3 (until trial end) patients received 2 medication boxes sufficient for 24 weeks treatment (plus 2 weeks reserve)."|258577778
838320823|NCT01897532|OG001|Outcome|Linagliptin|"Patients were administered Linagliptin 5 milligram (mg) film-coated tablet orally once daily.~At Visit 2, patients received one treatment box sufficient for 12 weeks treatment (plus 1 week reserve).~At Visit 3 (until trial end) patients received 2 medication boxes sufficient for 24 weeks treatment (plus 2 weeks reserve)."|258577778
838320824|NCT01897532|OG000|Outcome|Placebo|"Patients were administered Placebo matching Linagliptin 5 mg film-coated tablet orally once daily.~At Visit 2, patients received one treatment box sufficient for 12 weeks treatment (plus 1 week reserve).~At Visit 3 (until trial end) patients received 2 medication boxes sufficient for 24 weeks treatment (plus 2 weeks reserve)."|258577779
838320825|NCT01897532|OG001|Outcome|Linagliptin|"Patients were administered Linagliptin 5 milligram (mg) film-coated tablet orally once daily.~At Visit 2, patients received one treatment box sufficient for 12 weeks treatment (plus 1 week reserve).~At Visit 3 (until trial end) patients received 2 medication boxes sufficient for 24 weeks treatment (plus 2 weeks reserve)."|258577779
838321374|NCT01897532|EG000|Reported Event|Placebo|"Patients were administered Placebo matching Linagliptin 5 mg film-coated tablet orally once daily.~At Visit 2, patients received one treatment box sufficient for 12 weeks treatment (plus 1 week reserve).~At Visit 3 (until trial end) patients received 2 medication boxes sufficient for 24 weeks treatment (plus 2 weeks reserve)."|
